A_Index;Ausbaustufe;Baujahr;Besonderheiten;EG_qm;Gesamtqual;Gesamtzustand;Grundstueck_qm;Kellerhoehe;Lage;QualInnenfarbe;Steigung;Umgebaut;Verkaufsjahr;Wohnflaeche_qm;Z_Verkaufspreis
1115;1 Ebene;1970;;140;Durchschnitt;Durchschnitt;975;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1970;2013;140;161010
618;1 Ebene;2008;;127;Gut;Durchschnitt;1238;Gut;NeuBerlin_A;3;Keine/Kaum;2008;2009;127;106760
1602;2 Ebenen;2011;;105;Sehr gut;Durchschnitt;1132;Sehr gut;NeuBerlin_A;4;Keine/Kaum;2011;2012;203;284433
845;1 Ebene;1963;;116;Durchschnitt;Durchschnitt;1355;Gut;NeuBerlin_C;1;Keine/Kaum;1978;2009;116;130671
653;2 Ebenen;1999;;76;Durchschnitt;Durchschnitt;984;Gut;NeuBerlin_A;1;Keine/Kaum;1999;2005;165;114063
1809;2 Ebenen;2005;;75;Gut;Durchschnitt;794;Gut;NeuBerlin_A;4;Keine/Kaum;2006;2006;140;109654
1643;2 Ebenen;2003;;75;Gut;Durchschnitt;755;Gut;NeuBerlin_A;1;Keine/Kaum;2003;2013;155;194400
979;2 Ebenen;1976;;102;Durchschnitt;Durchschnitt;1045;Gut;NeuBerlin_B;1;Keine/Kaum;1976;2012;194;169811
1070;2 Ebenen;2000;;92;Durchschnitt;Durchschnitt;1309;Gut;NeuBerlin_A;4;Keine/Kaum;2000;2005;207;125356
1087;1 Ebene;1971;;138;Durchschnitt;Durchschnitt;921;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1971;2011;138;148785
16;2 Ebenen;2000;;81;Durchschnitt;Durchschnitt;1316;Gut;NeuBerlin_B;2;Keine/Kaum;2000;2009;164;119939
1364;1 Ebene;2005;;170;Gut;Durchschnitt;1281;Sehr gut;NeuBerlin_B;4;Keine/Kaum;2006;2011;170;223878
796;1 Ebene;1970;;176;Gut;Gut;1133;Gut;NeuBerlin_B;5;Keine/Kaum;2010;2013;276;217800
136;2 Ebenen;1923;;61;Durchschnitt;Gut;307;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;1996;2013;123;109800
170;1 Ebene;1970;;99;Durchschnitt;Durchschnitt;1000;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1970;2009;99;66725
77;1,5 Ebenen;1934;;114;Durchschnitt;Schlecht;782;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1953;2008;169;113994
1217;1 Ebene;1952;;147;Durchschnitt;Durchschnitt;1223;Schlecht;NeuBerlin_C;3;Keine/Kaum;1995;2010;147;49117
977;1,5 Ebenen;1943;;78;Durchschnitt;Gut;603;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1953;2013;111;115200
2009;1 Ebene;1966;;98;Durchschnitt;Gut;885;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1966;2013;98;123750
2341;1 Ebene;1977;;95;Durchschnitt;Durchschnitt;847;Gut;NeuBerlin_B;4;Keine/Kaum;1977;2008;95;96172
1025;1 Ebene;1988;;162;Gut;Durchschnitt;657;Gut;NeuBerlin_A;3;Mittel;1988;2005;162;155284
2489;1 Ebene;2006;;130;Gut;Durchschnitt;318;Gut;NeuBerlin_A;2;Keine/Kaum;2006;2005;130;96982
1763;1 Ebene;1951;;104;Durchschnitt;Durchschnitt;1205;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;2008;2010;104;111081
1148;2 Ebenen;1994;;120;Gut;Durchschnitt;1609;Gut;NeuBerlin_A;4;Keine/Kaum;1995;2006;224;155623
1020;2 Ebenen;1971;;82;Durchschnitt;Durchschnitt;873;Gut;NeuBerlin_B;2;Keine/Kaum;1971;2006;164;92775
1787;1 Ebene;2010;;126;Gut;Durchschnitt;967;Gut;NeuBerlin_B;3;Keine/Kaum;2010;2010;126;145841
2;2 Ebenen;2008;;82;Gut;Durchschnitt;781;Gut;NeuBerlin_B;1;Keine/Kaum;2008;2005;156;103899
1824;1,5 Ebenen;1942;;71;Durchschnitt;Durchschnitt;613;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1953;2008;104;67253
2518;1,5 Ebenen;1942;;90;Durchschnitt;Durchschnitt;647;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1953;2005;146;79166
2460;1 Ebene;1973;;58;Durchschnitt;Durchschnitt;152;Gut;NeuBerlin_C;1;Keine/Kaum;1973;2006;58;43694
546;2 Ebenen;2007;;78;Gut;Durchschnitt;825;Gut;NeuBerlin_A;1;Keine/Kaum;2007;2008;159;123409
2474;1,5 Ebenen;1919;;88;Durchschnitt;Durchschnitt;888;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1953;2011;88;96920
2345;1 Ebene;1953;;96;Durchschnitt;Durchschnitt;728;;NeuBerlin_B;2;Keine/Kaum;1953;2006;96;65780
1806;2 Ebenen;2008;;77;Gut;Durchschnitt;767;Gut;NeuBerlin_B;3;Keine/Kaum;2008;2005;147;104407
41;1 Ebene;1982;;85;Durchschnitt;Durchschnitt;699;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1982;2011;85;108054
1744;2 Ebenen;1875;;87;Durchschnitt;Gut;532;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1990;2009;219;67837
1999;1 Ebene;1987;;109;Durchschnitt;Durchschnitt;1194;Gut;NeuBerlin_B;4;Keine/Kaum;1987;2008;109;101888
1164;1 Ebene;1971;;107;Durchschnitt;Durchschnitt;1177;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1971;2007;107;91013
990;1 Ebene;1964;;106;Durchschnitt;Durchschnitt;708;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1964;2005;106;82441
874;1 Ebene;1958;;80;Durchschnitt;Durchschnitt;824;Durchschnitt;NeuBerlin_A;3;Keine/Kaum;1993;2006;80;68833
25;1 Ebene;1983;;114;Gut;Durchschnitt;383;Gut;NeuBerlin_C;3;Keine/Kaum;1983;2006;114;128090
1105;2 Ebenen;1998;;73;Gut;Durchschnitt;1251;Gut;NeuBerlin_B;1;Keine/Kaum;1998;2006;139;111929
2081;1,5 Ebenen;1953;;113;Durchschnitt;Gut;1246;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;2003;2010;200;199040
1027;1 Ebene;1996;;108;Durchschnitt;Durchschnitt;810;Gut;NeuBerlin_A;4;Keine/Kaum;1997;2005;108;103617
487;2 Ebenen;2003;;91;Gut;Durchschnitt;881;Gut;NeuBerlin_A;4;Keine/Kaum;2003;2012;209;200377
2096;1 Ebene;1967;;178;Durchschnitt;Durchschnitt;1122;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1967;2005;178;84700
2155;1 Ebene;1923;;87;Durchschnitt;Durchschnitt;457;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1953;2013;87;98550
939;2 Ebenen;2001;;103;Durchschnitt;Durchschnitt;976;Gut;NeuBerlin_B;2;Keine/Kaum;2001;2006;195;164182
1655;1 Ebene;1953;;91;Durchschnitt;Durchschnitt;728;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1953;2008;91;80031
310;2 Ebenen;1995;;86;Gut;Durchschnitt;1006;Gut;NeuBerlin_B;5;Keine/Kaum;1995;2005;178;124227
1456;1 Ebene;1963;;128;Durchschnitt;Durchschnitt;1163;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1963;2005;128;82018
343;1 Ebene;1963;;109;Durchschnitt;Durchschnitt;767;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1963;2013;109;133200
171;1,5 Ebenen;1926;;85;Durchschnitt;Durchschnitt;876;Gut;NeuBerlin_C;1;Keine/Kaum;1953;2007;152;133237
701;2 Ebenen;1981;;132;Gut;Durchschnitt;1259;Gut;NeuBerlin_B;5;Keine/Kaum;1981;2009;264;162644
2223;2 Ebenen;1996;;70;Durchschnitt;Durchschnitt;1007;Gut;NeuBerlin_A;2;Keine/Kaum;1997;2013;153;158310
1349;2 Ebenen;1938;;114;Durchschnitt;Durchschnitt;1378;Durchschnitt;NeuBerlin_A;4;Keine/Kaum;1989;2010;196;177579
440;1 Ebene;1993;;122;Gut;Durchschnitt;519;Gut;NeuBerlin_A;3;Keine/Kaum;1993;2007;122;134506
2391;1 Ebene;1965;;97;Durchschnitt;Durchschnitt;744;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1965;2005;97;67760
2609;1 Ebene;1981;;80;Gut;Gut;706;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;2008;2012;80;115896
1598;2 Ebenen;1923;;92;Durchschnitt;Durchschnitt;726;Schlecht;NeuBerlin_C;2;Keine/Kaum;1953;2006;163;93972
772;1 Ebene;2004;;148;Gut;Durchschnitt;494;Sehr gut;NeuBerlin_A;2;Keine/Kaum;2005;2010;148;216118
2258;2 Ebenen;1980;;87;Durchschnitt;Durchschnitt;1192;Gut;NeuBerlin_A;1;Keine/Kaum;1980;2011;179;148184
177;1,5 Ebenen;1918;;108;Durchschnitt;Gut;920;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;2007;2009;159;90357
690;1 Ebene;2005;;135;Gut;Durchschnitt;881;Gut;NeuBerlin_B;5;Keine/Kaum;2005;2008;135;129126
2551;1 Ebene;1964;;167;Durchschnitt;Durchschnitt;856;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1964;2010;167;98235
920;1 Ebene;2007;;143;Gut;Durchschnitt;316;Gut;NeuBerlin_B;1;Keine/Kaum;2007;2005;143;127051
2051;1 Ebene;2010;;157;Sehr gut;Durchschnitt;1336;Sehr gut;NeuBerlin_A;4;Keine/Kaum;2011;2012;157;271698
1956;1 Ebene;1919;;111;Durchschnitt;Durchschnitt;485;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1993;2007;111;69727
1345;1 Ebene;1968;;86;Durchschnitt;Durchschnitt;917;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1968;2012;86;99764
1769;2 Ebenen;2007;;78;Gut;Durchschnitt;864;Gut;NeuBerlin_A;3;Keine/Kaum;2007;2013;161;166579
1781;1 Ebene;1960;;169;Durchschnitt;Durchschnitt;1247;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1960;2009;169;81183
1954;1 Ebene;1979;;134;Durchschnitt;Durchschnitt;1042;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1979;2010;134;120829
362;2 Ebenen;1944;;79;Durchschnitt;Durchschnitt;1209;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1953;2012;145;148160
907;1 Ebene;2007;;131;Gut;Durchschnitt;313;Gut;NeuBerlin_B;1;Keine/Kaum;2007;2006;131;106985
1451;2 Ebenen;2007;;55;Gut;Durchschnitt;327;Gut;NeuBerlin_A;4;Keine/Kaum;2007;2013;111;139500
1175;2 Ebenen;2003;;72;Gut;Durchschnitt;906;Gut;NeuBerlin_B;1;Keine/Kaum;2003;2009;153;115379
1698;1 Ebene;1941;;88;Durchschnitt;Gut;632;Schlecht;NeuBerlin_B;4;Keine/Kaum;1953;2008;88;80535
2099;2 Ebenen;1938;;60;Durchschnitt;Durchschnitt;576;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1953;2011;115;84104
105;1,5 Ebenen;1903;;41;Durchschnitt;Gut;702;Schlecht;NeuBerlin_C;5;Keine/Kaum;2001;2005;66;49069
2415;2 Ebenen;2008;;67;Gut;Durchschnitt;1096;Gut;NeuBerlin_A;2;Keine/Kaum;2008;2011;135;147383
78;2,5 Ebenen;1933;;89;Durchschnitt;Durchschnitt;787;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;1953;2010;178;122340
258;1 Ebene;1970;;170;Durchschnitt;Durchschnitt;1049;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1970;2013;170;196650
2174;1,5 Ebenen;1952;;108;Durchschnitt;Durchschnitt;1050;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1953;2008;171;96172
2608;1 Ebene;1962;;110;Durchschnitt;Durchschnitt;1219;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1962;2013;110;127800
517;2 Ebenen;1983;;52;Durchschnitt;Durchschnitt;132;Gut;NeuBerlin_B;2;Keine/Kaum;1983;2011;114;99323
2194;2 Ebenen;1993;;120;Durchschnitt;Durchschnitt;1122;Gut;NeuBerlin_A;2;Keine/Kaum;1994;2005;233;141167
585;2 Ebenen;1972;;116;Durchschnitt;Durchschnitt;974;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1972;2012;236;161320
1327;2 Ebenen;1967;;94;Durchschnitt;Durchschnitt;982;Durchschnitt;NeuBerlin_B;4;Mittel;1996;2008;172;125763
975;1 Ebene;2006;;204;Gut;Durchschnitt;1535;Sehr gut;NeuBerlin_A;4;Keine/Kaum;2007;2011;204;306381
2412;2 Ebenen;1923;;145;Durchschnitt;Schlecht;1680;Gut;NeuBerlin_C;3;Keine/Kaum;1999;2008;246;106260
2079;1 Ebene;1953;;99;Durchschnitt;Durchschnitt;1151;Durchschnitt;NeuBerlin_A;3;Keine/Kaum;1990;2013;99;130050
934;1 Ebene;1966;;129;Durchschnitt;Durchschnitt;952;Gut;NeuBerlin_B;2;Keine/Kaum;1966;2012;129;135000
972;1,5 Ebenen;1913;;75;Durchschnitt;Gut;1567;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;2006;2011;121;104129
1126;1 Ebene;1966;;86;Durchschnitt;Durchschnitt;869;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1966;2005;86;75383
1427;1 Ebene;1928;;96;Durchschnitt;Durchschnitt;725;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1995;2009;96;70895
855;1 Ebene;1993;;204;Gut;Durchschnitt;1472;Gut;NeuBerlin_B;5;Keine/Kaum;1994;2011;204;217791
437;2 Ebenen;1915;;87;Durchschnitt;Schlecht;576;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;2003;2009;159;75566
1169;2 Ebenen;1921;;58;Durchschnitt;Durchschnitt;720;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1993;2012;114;116320
1180;1 Ebene;1965;;84;Durchschnitt;Durchschnitt;724;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1965;2011;84;98522
1035;2 Ebenen;2008;;55;Gut;Durchschnitt;255;Gut;NeuBerlin_A;5;Keine/Kaum;2008;2013;114;136800
1346;2 Ebenen;2003;;70;Gut;Durchschnitt;301;Gut;NeuBerlin_A;1;Keine/Kaum;2003;2012;140;152830
350;2 Ebenen;2002;;82;Gut;Durchschnitt;1175;Gut;NeuBerlin_B;4;Keine/Kaum;2003;2010;164;156421
2525;1 Ebene;1992;;152;Gut;Durchschnitt;1287;Gut;NeuBerlin_B;3;Mittel;1992;2011;152;220274
1068;1 Ebene;1979;;141;Durchschnitt;Durchschnitt;1138;Gut;NeuBerlin_B;1;Keine/Kaum;1979;2010;141;136018
169;1 Ebene;1969;;122;Durchschnitt;Durchschnitt;1186;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1969;2005;122;92888
1938;2 Ebenen;1935;;108;Durchschnitt;Durchschnitt;1659;Gut;NeuBerlin_B;1;Keine/Kaum;1953;2006;218;143053
471;1 Ebene;1980;;103;Durchschnitt;Durchschnitt;966;Durchschnitt;NeuBerlin_A;1;Keine/Kaum;1980;2010;103;111081
2012;1 Ebene;2007;;175;Sehr gut;Durchschnitt;1543;Sehr gut;NeuBerlin_A;4;Keine/Kaum;2007;2009;175;215191
28;1 Ebene;1955;;106;Durchschnitt;Durchschnitt;645;Sehr gut;NeuBerlin_A;5;Keine/Kaum;1955;2005;106;69736
1392;1 Ebene;1967;;116;Durchschnitt;Durchschnitt;882;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1967;2005;116;90347
2459;2 Ebenen;1980;;136;Durchschnitt;Durchschnitt;1666;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1997;2006;210;140659
1637;1 Ebene;2004;;124;Gut;Durchschnitt;415;Gut;NeuBerlin_B;2;Keine/Kaum;2004;2007;124;98341
160;2 Ebenen;2008;;160;Gut;Durchschnitt;1373;Sehr gut;NeuBerlin_A;2;Keine/Kaum;2009;2008;256;281118
955;1 Ebene;1966;;91;Durchschnitt;Durchschnitt;911;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1966;2009;91;71174
2312;1 Ebene;1959;;82;Durchschnitt;Durchschnitt;1302;Schlecht;NeuBerlin_B;5;Keine/Kaum;1959;2011;82;99724
867;2 Ebenen;2009;;101;Gut;Durchschnitt;905;Gut;NeuBerlin_A;3;Keine/Kaum;2009;2007;182;171305
100;1 Ebene;1981;;107;Durchschnitt;Durchschnitt;1058;Gut;NeuBerlin_A;4;Keine/Kaum;1981;2012;107;135764
1563;1 Ebene;1985;;75;Gut;Gut;664;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;2011;2009;75;72564
1142;1,5 Ebenen;1939;;70;Durchschnitt;Durchschnitt;604;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1953;2012;123;108679
976;2 Ebenen;2006;;78;Gut;Durchschnitt;790;Gut;NeuBerlin_A;2;Keine/Kaum;2006;2008;181;141904
1702;2 Ebenen;2007;;90;Gut;Durchschnitt;259;Gut;NeuBerlin_A;5;Keine/Kaum;2007;2006;158;82300
2295;1 Ebene;1927;;73;Gut;Durchschnitt;906;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;2009;2011;73;87709
93;2 Ebenen;2008;;96;Gut;Durchschnitt;1028;Gut;NeuBerlin_A;4;Keine/Kaum;2008;2006;195;164900
2635;1,5 Ebenen;1932;;88;Durchschnitt;Durchschnitt;604;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;1953;2010;107;90678
1325;1 Ebene;1913;;75;Schlecht;Schlecht;2186;;NeuBerlin_B;3;Keine/Kaum;1953;2011;75;46156
2504;2 Ebenen;2002;;93;Gut;Durchschnitt;914;Gut;NeuBerlin_B;5;Keine/Kaum;2003;2010;172;173801
2040;1 Ebene;1992;;139;Durchschnitt;Durchschnitt;1298;Gut;NeuBerlin_A;1;Keine/Kaum;1992;2009;139;83406
560;2 Ebenen;2005;;79;Gut;Durchschnitt;820;Gut;NeuBerlin_B;3;Keine/Kaum;2005;2008;160;134506
354;2 Ebenen;1979;;103;Durchschnitt;Durchschnitt;1205;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1979;2007;188;123720
788;1 Ebene;1944;;50;Durchschnitt;Durchschnitt;822;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1953;2013;50;73800
948;1 Ebene;1927;;95;Durchschnitt;Durchschnitt;776;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1953;2005;95;60984
2346;1,5 Ebenen;1927;;76;Durchschnitt;Durchschnitt;605;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1953;2012;106;78962
347;2 Ebenen;1999;;84;Gut;Durchschnitt;884;Gut;NeuBerlin_B;2;Keine/Kaum;1999;2012;159;162169
1840;1 Ebene;1979;;98;Durchschnitt;Durchschnitt;1137;Gut;NeuBerlin_B;2;Keine/Kaum;1979;2007;98;93139
561;1,5 Ebenen;1952;;106;Durchschnitt;Durchschnitt;1144;Durchschnitt;NeuBerlin_A;2;Keine/Kaum;2011;2012;159;111226
1890;1,5 Ebenen;1942;;92;Durchschnitt;Durchschnitt;1022;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1953;2005;136;73971
495;1 Ebene;1951;;144;Durchschnitt;Durchschnitt;818;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;1976;2008;144;103233
2581;1 Ebene;2008;;169;Gut;Durchschnitt;1420;Sehr gut;NeuBerlin_A;1;Keine/Kaum;2009;2013;169;233100
1207;2 Ebenen;1898;;69;Durchschnitt;Gut;1084;Gut;NeuBerlin_C;3;Keine/Kaum;2002;2008;142;99534
247;1 Ebene;1981;;114;Gut;Durchschnitt;391;Gut;NeuBerlin_C;5;Keine/Kaum;1981;2006;114;101753
1682;1,5 Ebenen;1923;;89;Schlecht;Schlecht;737;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1953;2009;161;67977
1987;1 Ebene;1997;;85;Durchschnitt;Durchschnitt;1022;Gut;NeuBerlin_A;4;Keine/Kaum;1997;2007;157;101514
1898;1 Ebene;1995;;110;Durchschnitt;Durchschnitt;964;Gut;NeuBerlin_A;5;Keine/Kaum;1996;2007;110;101514
2503;1 Ebene;1977;;103;Durchschnitt;Durchschnitt;1023;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1977;2012;103;142556
700;2 Ebenen;2008;;67;Durchschnitt;Durchschnitt;807;Gut;NeuBerlin_A;2;Keine/Kaum;2008;2010;135;132995
731;1 Ebene;1996;;111;Gut;Durchschnitt;790;Gut;NeuBerlin_B;5;Keine/Kaum;1996;2009;111;85575
182;1 Ebene;2001;;137;Durchschnitt;Durchschnitt;745;Gut;NeuBerlin_A;1;Keine/Kaum;2001;2011;137;192239
1972;2 Ebenen;1929;;63;Durchschnitt;Durchschnitt;717;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1994;2007;135;85652
2433;1 Ebene;1991;;156;Gut;Durchschnitt;1275;Gut;NeuBerlin_B;4;Keine/Kaum;1991;2010;156;171156
1108;1,5 Ebenen;1918;Familienverkauf;64;Durchschnitt;Durchschnitt;1048;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1953;2005;112;59290
1740;2 Ebenen;1997;;100;Gut;Durchschnitt;1087;Gut;NeuBerlin_A;2;Keine/Kaum;1999;2010;176;146975
2047;1 Ebene;1964;;122;Durchschnitt;Durchschnitt;937;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1998;2012;122;129905
2214;1 Ebene;1969;;145;Durchschnitt;Gut;1472;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;2011;2012;145;217358
237;2 Ebenen;2007;;90;Gut;Durchschnitt;259;Gut;NeuBerlin_A;1;Keine/Kaum;2007;2006;158;80205
1394;1 Ebene;1998;;115;Gut;Durchschnitt;1111;Gut;NeuBerlin_C;1;Keine/Kaum;1998;2010;115;164355
2595;2,5 Ebenen;1922;;76;Durchschnitt;Durchschnitt;940;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1953;2006;152;99958
1944;2 Ebenen;1945;;82;Durchschnitt;Durchschnitt;949;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1998;2007;152;92949
2042;1 Ebene;1994;;120;Durchschnitt;Durchschnitt;724;Gut;NeuBerlin_B;1;Keine/Kaum;1994;2010;120;135413
483;2 Ebenen;1999;;124;Gut;Gut;906;Gut;NeuBerlin_A;4;Keine/Kaum;2000;2007;236;209373
2521;1 Ebene;1953;;80;Durchschnitt;Durchschnitt;728;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1953;2006;80;62847
1066;1 Ebene;1939;;88;Durchschnitt;Durchschnitt;885;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1953;2005;88;60137
254;2 Ebenen;2006;;75;Gut;Durchschnitt;813;Gut;NeuBerlin_A;5;Keine/Kaum;2006;2011;153;167408
2453;1,5 Ebenen;1918;;94;Schlecht;Schlecht;851;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1985;2011;141;68084
429;1,5 Ebenen;1955;;84;Durchschnitt;Schlecht;857;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1955;2013;128;149400
1190;2,5 Ebenen;1883;;155;Durchschnitt;Durchschnitt;1839;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;2005;2010;324;222918
558;1 Ebene;1973;;58;Durchschnitt;Durchschnitt;197;Gut;NeuBerlin_C;2;Keine/Kaum;1973;2007;58;53612
2167;2 Ebenen;2002;;89;Gut;Durchschnitt;270;Gut;NeuBerlin_A;5;Keine/Kaum;2002;2010;147;128461
2031;1 Ebene;2008;;139;Gut;Durchschnitt;327;Gut;NeuBerlin_B;5;Keine/Kaum;2009;2009;139;106204
138;2 Ebenen;2006;;114;Gut;Durchschnitt;1203;Gut;NeuBerlin_A;4;Keine/Kaum;2007;2008;220;191671
109;1 Ebene;1923;;77;Durchschnitt;Durchschnitt;1065;Durchschnitt;NeuBerlin_A;5;Keine/Kaum;1953;2013;77;74700
1996;2 Ebenen;2003;;71;Gut;Durchschnitt;300;Gut;NeuBerlin_A;5;Keine/Kaum;2003;2005;141;93735
76;1 Ebene;2009;;142;Gut;Durchschnitt;1162;Sehr gut;NeuBerlin_A;5;Keine/Kaum;2010;2010;142;222163
2150;1 Ebene;1981;;96;Durchschnitt;Durchschnitt;805;Gut;NeuBerlin_C;1;Keine/Kaum;1981;2011;96;120069
2135;2 Ebenen;2011;;73;Gut;Durchschnitt;908;Gut;NeuBerlin_A;3;Keine/Kaum;2011;2012;147;178301
1432;1 Ebene;1964;;85;Durchschnitt;Gut;1722;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1964;2007;85;81211
1242;1 Ebene;1952;;96;Durchschnitt;Durchschnitt;728;;NeuBerlin_B;2;Keine/Kaum;1953;2012;96;76415
1957;2 Ebenen;1955;;89;Durchschnitt;Durchschnitt;764;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1955;2011;182;99724
524;2 Ebenen;2003;;95;Gut;Durchschnitt;1231;Gut;NeuBerlin_A;3;Keine/Kaum;2003;2011;191;195443
168;1 Ebene;1991;;140;Gut;Durchschnitt;1029;Gut;NeuBerlin_A;3;Keine/Kaum;1992;2010;140;132240
2293;1,5 Ebenen;1921;;94;Schlecht;Schlecht;477;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1953;2006;94;38606
269;2 Ebenen;1965;;81;Durchschnitt;Durchschnitt;768;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1965;2008;168;113994
610;1 Ebene;1965;;157;Durchschnitt;Gut;1373;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1965;2008;157;96777
423;1 Ebene;1978;;96;Durchschnitt;Durchschnitt;426;Gut;NeuBerlin_C;2;Keine/Kaum;1978;2010;96;93701
870;1,5 Ebenen;1941;;118;Durchschnitt;Durchschnitt;690;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1961;2010;183;106547
2496;1 Ebene;1948;;59;Durchschnitt;Gut;883;;NeuBerlin_A;1;Mittel;2010;2013;59;76410
213;2 Ebenen;1983;;47;Durchschnitt;Durchschnitt;179;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1983;2012;95;97641
770;2 Ebenen;1979;;77;Durchschnitt;Durchschnitt;1019;Gut;NeuBerlin_B;2;Keine/Kaum;1979;2006;154;97504
2021;1 Ebene;2001;;136;Durchschnitt;Durchschnitt;1483;Gut;NeuBerlin_B;5;Keine/Kaum;2001;2012;136;175754
2011;2 Ebenen;1998;;116;Gut;Durchschnitt;1198;Gut;NeuBerlin_A;5;Keine/Kaum;1998;2009;232;161254
2264;1,5 Ebenen;1928;;129;Durchschnitt;Schlecht;2216;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1978;2005;245;101640
306;1 Ebene;1980;;91;Durchschnitt;Durchschnitt;712;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1980;2011;91;108134
2529;2 Ebenen;2002;;101;Gut;Durchschnitt;1061;Gut;NeuBerlin_B;1;Keine/Kaum;2002;2006;205;160711
804;1 Ebene;1988;;77;Durchschnitt;Durchschnitt;883;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1988;2011;77;89711
1516;1 Ebene;1983;;85;Durchschnitt;Durchschnitt;804;Gut;NeuBerlin_B;3;Keine/Kaum;1983;2013;85;128700
693;1,5 Ebenen;1943;;66;Durchschnitt;Durchschnitt;709;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1953;2008;112;94827
